통신판매번호,신고기관명,상호,사업자등록번호,법인여부,대표자명,전화번호,전자우편,신고일자,사업장소재지,사업장소재지(도로명),업소상태,신고기관 대표연락처,판매방식,취급품목,인터넷도메인,호스트서버소재지
2024-서울성북-0699,서울특별시 성북구,주식회사 클레시,243-81-02958,법인,김정헌,'010 - 9835 - 2025,classyof@naver.com,20240514,서울특별시 성북구 보문동5가 151  ,서울특별시 성북구 지봉로24길 73^ 1층 (보문동5가),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,https://smartstore.naver.com/classyof,경기도 성남시 분당구 장미로 36^ 분당인터넷통신센터 KT-IDC 5층 2호 (야탑동)
2024-서울성북-0676,서울특별시 성북구,(주)예문관,209-81-17602,법인,박성진,'010 - 3639 - 8234,seoulmaster6444@gmail.com,20240510,서울특별시 성북구 동소문동4가 75 흥화브라운 동소문빌딩 203호  ,서울특별시 성북구 동소문로 43^ 흥화브라운 동소문빌딩 203호 (동소문동4가),정상영업,02-2241-3966,인터넷,기타,https://new.smartplace.naver.com/bizes?menu=order,null
2024-서울성북-0645,서울특별시 성북구,주식회사 오로지랩헬스케어,822-86-01174,법인,김영태,'010 - 4500 - 7343,ytkim@orogylabh.com,20240502,서울특별시 성북구 하월곡동 39-1  ,서울특별시 성북구 화랑로14길 5^ KIST L2동 230호 (하월곡동),정상영업,02-2241-3966,인터넷,가전,www.otoblow.com,서울특별시 성북구 화랑로14길 5^ KIST L2동 2303호 (하월곡동)
2024-서울성북-0641,서울특별시 성북구,주식회사 어바웃서비스,335-88-03105,법인,장재연,'010 - 7233 - 1250,jjy.23961@gmail.com,20240502,서울특별시 성북구 길음동 1281 길음뉴타운 403동 1603호  ,서울특별시 성북구 길음로 118^ 403동 1603호 (길음동^ 길음뉴타운),정상영업,02-2241-3966,기타,기타,null,null
2024-서울성북-0638,서울특별시 성북구,주식회사 네오플레인,376-87-03389,법인,이한비,'010 - 2088 - 1368,neoplain01@gmail.com,20240501,서울특별시 성북구 하월곡동 64 동부주택 다동 301호  ,서울특별시 성북구 오패산로4길 18^ 다동 301호 (하월곡동^ 동부주택),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,https://smartstore.naver.com/neoplain_corp,경기도 성남시 분당구 장미로 36^ 분당인터넷통신센터 KT-IDC 5층 2호 (야탑동)
2024-서울성북-0625,서울특별시 성북구,주식회사 피플앤톡(튜터케이랑 고려대점),606-85-91285,법인,강서준,'010 - 9278 - 2985,peopleandtalk2@naver.com,20240429,서울특별시 성북구 안암동5가 102-87 칠보빌딩  ,서울특별시 성북구 고려대로24길 32^ 칠보빌딩 7층 (안암동5가),정상영업,02-2241-3966,인터넷 기타,기타,네이버 스마트스토어,null
2024-서울성북-0624,서울특별시 성북구,주식회사 피켓,233-87-03350,법인,이현민,'010 - 6295 - 5185,info@neue.co.kr,20240429,서울특별시 성북구 동선동3가 105 성실교회  ,서울특별시 성북구 동소문로26가길 28^ 성실교회 2층 (동선동3가),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,https://smartstore.naver.com/neue_seoul,null
2024-서울성북-0587,서울특별시 성북구,주식회사 클라쎄,138-86-03591,법인,김종석,'010 - 2603 - 6289,classeinc@naver.com,20240423,서울특별시 성북구 길음동 1173  ,서울특별시 성북구 삼양로9길 10-27^ 그린힐스 202^302호 (길음동),정상영업,02-2241-3966,인터넷,종합몰 교육/도서/완구/오락 가구/수납용품 건강/식품 의류/패션/잡화/뷰티 레저/여행/공연 자동차/자동차용품,네이버,null
2024-서울성북-0595,서울특별시 성북구,주식회사 못난이마켓 서울지점,867-85-02242,법인,김영민,'010 - 9899 - 8211,reidchz@naver.com,20240423,서울특별시 성북구 상월곡동 85-25  ,서울특별시 성북구 장월로1마길 56^ 인큐베이팅센터 (상월곡동),정상영업,02-2241-3966,TV홈쇼핑 인터넷 기타,건강/식품,쿠팡,null
2024-서울성북-0588,서울특별시 성북구,주식회사 펫런,699-81-02414,법인,안동준,'010 - 4764 - 3531,pet_run@naver.com,20240422,서울특별시 성북구 안암동5가 160-28  ,서울특별시 성북구 개운사길 83-13^ 307호 (안암동5가),정상영업,02-2241-3966,인터넷,기타,스마트스토어,null
2024-서울성북-0575,서울특별시 성북구,주식회사 휴리스틱,518-87-02548,법인,김혜균,'010 - 8889 - 1816,neomuhae2019@gmail.com,20240418,서울특별시 성북구 장위동 66-9 청마빌딩 1-2호  ,서울특별시 성북구 화랑로33길 39^ 청마빌딩 2층 1-2호 (장위동),정상영업,02-2241-3966,인터넷,건강/식품,http://smartstore.naver.com/neomuhae,null
2024-서울성북-0531,서울특별시 성북구,주식회사 케이비즈앤코퍼레이션,184-87-00916,법인,권기철,'010 - 3375 - 9753,speck007@naver.com,20240409,서울특별시 성북구 하월곡동 96-113 국방기술품질원 국방벤처센터 1동 306호  ,서울특별시 성북구 오패산로3길 12^ 국방기술품질원 국방벤처센터 1동 3층 306호 (하월곡동),정상영업,02-2241-3966,인터넷,종합몰 기타,http://www.socialtube.kr,경기도 성남시 분당구 대왕판교로 660^ 유스페이스1 (삼평동)
2024-서울성북-0534,서울특별시 성북구,주식회사 더스서울,781-81-02746,법인,주재연,'010 - 9807 - 9209,jyjoo@thuseoulkr.com,20240409,서울특별시 성북구 종암동 10-112  ,서울특별시 성북구 종암로 82-19^ 1층 101호 (종암동),정상영업,02-2241-3966,인터넷,교육/도서/완구/오락 기타,https://smartstore.naver.com/camilacloset,경기도 성남시 분당구 정자일로 95^ 네이버 1784 (정자동)
2024-서울성북-0500,서울특별시 성북구,인텍코리아(주),101-81-36571,법인,박현창,'010 - 6498 - 6498,intekkorea@hanmail.net,20240402,서울특별시 성북구 동선동1가 119-6  ,서울특별시 성북구 동소문로20가길 57^ 2층 (동선동1가),정상영업,02-2241-3966,인터넷,종합몰,쿠팡,null
2024-서울성북-0483,서울특별시 성북구,행복건축협동조합,217-81-49861,법인,허원,'010 - 8734 - 3417,hurwon21@hanmail.net,20240329,서울특별시 성북구 안암동5가 12-4 하우재 101호  ,서울특별시 성북구 개운사길 60-21^ 101호 (안암동5가^ 하우재),정상영업,02-2241-3966,인터넷,교육/도서/완구/오락,happyarch.co.kr,null
2024-서울성북-0428,서울특별시 성북구,복만루훠궈 유한회사,357-81-00716,법인,ZHANG ZHENQING(장진경),'010-9792-6689,zhangliuhao@haver.com,20240318,서울특별시 성북구 동선동1가 84-2 창천프라자 402호  ,서울특별시 성북구 보문로34길 69^ 창천프라자 402호 (동선동1가),정상영업,02-2241-3966,인터넷,종합몰 컴퓨터/사무용품 자동차/자동차용품,옥션.지마켓,null
2024-서울성북-0425,서울특별시 성북구,주식회사 스칸에이전(ScanAgen Co.^Ltd),494-88-00464,법인,RHEE CHRISTIAN WANHA,'010-2887-1960,scanagen@gmail.com,20240318,서울특별시 성북구 정릉동 1028 정릉 이-편한세상 106동 1503호  ,서울특별시 성북구 솔샘로24길 15^ 106동 1503호 (정릉동^ 정릉 이-편한세상),정상영업,02-2241-3966,인터넷,건강/식품 기타,쿠팡.네이버.11번가.지마켓,null
2024-서울성북-0423,서울특별시 성북구,주식회사 큐시트,243-86-02666,법인,주현규,'010 - 9152 - 3733,qsheetcorp@naver.com,20240315,서울특별시 성북구 삼선동2가 43 은지빌딩  ,서울특별시 성북구 삼선교로 30^ 은지빌딩 3층 (삼선동2가),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,네이버스마트스토어,null
2024-서울성북-0403,서울특별시 성북구,사단법인한국미디어경영학회,206-82-62482,법인,정윤혁,'010 - 9042 - 4735,beyond@korea.ac.kr,20240314,서울특별시 성북구 안암동5가 1-2 고려대학교안암캠퍼스 607호  ,서울특별시 성북구 안암로 145^ 고려대학교안암캠퍼스 미디어관 607호 (안암동5가),정상영업,02-2241-3966,인터넷 기타,기타,https://its-seoul.web-ference.com,경기도 성남시 분당구 장미로 36^ 분당인터넷통신센터 (야탑동)
2024-서울성북-0404,서울특별시 성북구,대한스포츠아티스트재활협회,415-82-91859,법인,김소영,'010-4913-0191,kspara.official@gmail.com,20240314,서울특별시 성북구 길음동 1280 길음뉴타운 219동 1301호  ,서울특별시 성북구 길음로 119^ 219동 1301호 (길음동^ 길음뉴타운),정상영업,02-2241-3966,인터넷,기타,네이버 스마트스토어,경기도 성남시 분당구 장미로 36^ 분당인터넷통신센터 2호 (야탑동)
2024-서울성북-0356,서울특별시 성북구,주식회사 알고리즘랩,117-81-94620,법인,송승한,'010 - 2021 - 4147,song3man@naver.com,20240304,서울특별시 성북구 동선동2가 120 패션빌딩 12호  ,서울특별시 성북구 보문로30길 71^ 패션빌딩 2층 12호 (동선동2가),정상영업,02-2241-3966,인터넷,기타,https://www.kokstock.com/,null
2024-서울성북-0684,서울특별시 성북구,주식회사 노지컴퍼니,115-87-03159,법인,전규리,'010-2500-9941,99stnail@naver.com,20240207,서울특별시 성북구 동선동4가 137 지안빌딩  ,서울특별시 성북구 동소문로23길 8-12^ 지안빌딩 2층 (동선동4가),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,http://www.riposonail.com,null
2024-서울성북-0236,서울특별시 성북구,주식회사 음악심리연구소선율,130-88-02651,법인,강현정,'010-3164-5810,h9117880@naver.com,20240202,서울특별시 성북구 정릉동 45-39  ,서울특별시 성북구 북악산로 842^ 2층 (정릉동),정상영업,02-2241-3966,인터넷,기타,G마켓,null
2024-서울성북-0205,서울특별시 성북구,주식회사 마인드리더즈,511-86-03457,법인,한혜원,'010 - 9924 - 1107,hanhw.danhobak@gmail.com,20240130,서울특별시 성북구 안암동5가 99 석실빌딩  ,서울특별시 성북구 고려대로27길 4^ 석실빌딩 3층 (안암동5가),정상영업,02-2241-3966,인터넷,종합몰,www.danhobak.me,서울특별시 강남구 논현로 508^ GS강남타워 12층 (역삼동)
2024-서울성북-0177,서울특별시 성북구,주식회사 에이아이투유(AI2U),125-86-33065,법인,손상욱,'010-2765-6853,business@ai2u.co.kr,20240123,서울특별시 성북구 안암동5가 126-1 고려대병원  ,서울특별시 성북구 고려대로 73^ 고려대병원 7층 피부과 실험실 (안암동5가),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,https://drmoistmall.imweb.me/,null
2024-서울성북-0178,서울특별시 성북구,주식회사 아이조아,209-81-63936,법인,강희원,'010 - 2015 - 7455,sonic073@hanmail.net,20240123,서울특별시 성북구 정릉동 376-16  ,서울특별시 성북구 정릉로17길 17-10^ 1층 (정릉동),정상영업,02-2241-3966,인터넷 카달로그 신문잡지 기타,종합몰 교육/도서/완구/오락 가전 컴퓨터/사무용품 가구/수납용품 건강/식품 의류/패션/잡화/뷰티,쿠팡,null
2024-서울성북-0151,서울특별시 성북구,주식회사 디서플린,542-81-03306,법인,강철,'010 - 2690 - 8826,cheol.kang@qt-cos.com,20240118,서울특별시 성북구 삼선동5가 15 동원빌딩  ,서울특별시 성북구 삼선교로24길 6^ 동원빌딩 5층 (삼선동5가),정상영업,02-2241-3966,인터넷,종합몰,쿠팡,null
2024-서울성북-0100,서울특별시 성북구,주식회사 유라시아글로벌,316-81-28635,법인,권세련,'010 - 5434 - 0833,victorylee@eurasiasnaglobal.com,20240111,서울특별시 성북구 길음동 1289 롯데캐슬 클라시아  ,서울특별시 성북구 숭인로8길 80^ 110동 1102호 (길음동^ 롯데캐슬 클라시아),정상영업,02-2241-3966,인터넷,가구/수납용품 건강/식품,https://smartstore.naver.com/eurasiasnaglobal,null
2024-서울성북-0086,서울특별시 성북구,레이라 주식회사,697-86-03033,법인,전하윤,'010 - 2315 - 8336,bokduckbbang@naver.com,20240109,서울특별시 성북구 상월곡동 85-28  ,서울특별시 성북구 장월로1마길 52^ 오퍼레이팅센터 1층 복덕빵 (상월곡동),정상영업,02-2241-3966,인터넷,종합몰,http://www.bokduckbbang.com,null
2024-서울성북-0079,서울특별시 성북구,제영엔지니어링 주식회사,769-86-01121,법인,송치영^송재철,'010 - 8647 - 2636,sjcdjk@daum.net,20240108,서울특별시 성북구 동선동3가 215-3 명성주택  ,서울특별시 성북구 보문로34나길 18^ 명성주택 103호 (동선동3가),정상영업,02-2241-3966,인터넷,종합몰,네이버 스마트스토어,null
2024-서울성북-0073,서울특별시 성북구,주식회사 제일커스텀,168-88-02641,법인,배혜진,'010 - 3664 - 9477,cheilcustom.offer@gmail.com,20240108,서울특별시 성북구 상월곡동 25-43  ,서울특별시 성북구 화랑로18나길 9-2^ 1층 (상월곡동),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,https://smartstore.naver.com/cheilyangpum,null
2024-서울성북-0062,서울특별시 성북구,주식회사 성림컴퍼니,878-88-02898,법인,최성옥,'010 - 3712 - 4133,sowoon31@kakao.com,20240108,서울특별시 성북구 석관동 176-69  ,서울특별시 성북구 화랑로40길 6-3^ 2층 (석관동),정상영업,02-2241-3966,인터넷 기타,종합몰 가구/수납용품 의류/패션/잡화/뷰티 레저/여행/공연,네이버스마트스토어,null
2024-서울성북-0061,서울특별시 성북구,(주)동산실업,205-81-40227,법인,서민석,'02 - 533 - 0114,bernard14@hearing114.co.kr,20240105,서울특별시 성북구 성북동 55-1  ,서울특별시 성북구 선잠로 12-11^ 1층 (성북동),정상영업,02-2241-3966,인터넷,기타 건강/식품,https://smartstore.naver.com/dsab,null
2024-서울성북-0064,서울특별시 성북구,주식회사 퍼비캐리어스,147-81-02397,법인,고병준,'010 - 3124 - 8810,kobaaang@nate.com,20240105,서울특별시 성북구 돈암동 630 동소문현대아파트  ,서울특별시 성북구 아리랑로5길 50-8^ 102동 403호 (돈암동^ 동소문현대아파트),정상영업,02-2241-3966,인터넷,건강/식품,네이버스마트스토어,null
2024-서울성북-0045,서울특별시 성북구,주식회사 더피플크루,308-88-02915,법인,양승택,'010 - 5087 - 9123,thepeoplecrew@naver.com,20240104,서울특별시 성북구 하월곡동 90-736  ,서울특별시 성북구 종암로38길 25-6^ 302호 (하월곡동),정상영업,02-2241-3966,인터넷 기타,종합몰 교육/도서/완구/오락 기타,010 - 4787 - 8246,null
2024-서울성북-0033,서울특별시 성북구,(주)스펙트럼케이유,329-87-03345,법인,김소현,'010 - 5077 - 8083,spectrumku2023@gmail.com,20240103,서울특별시 성북구 안암동5가 1-2 고려대학교안암캠퍼스  ,서울특별시 성북구 안암로 145^ 고려대학교안암캠퍼스 법관구관 207비호 (안암동5가),정상영업,02-2241-3966,인터넷,교육/도서/완구/오락,http://spectrumku.com,null
2024-서울성북-0022,서울특별시 성북구,주식회사 낙화생,471-87-03229,법인,이대현,'02 - 929 - 9446,awesomepeanut@naver.com,20240103,서울특별시 성북구 동선동2가 125  ,서울특별시 성북구 동소문로22길 57-10^ 1층 (동선동2가),정상영업,02-2241-3966,인터넷 카달로그 기타,종합몰 건강/식품,http://smartstore.naver.com/awesomepeanut,null
2023-서울성북-1874,서울특별시 성북구,주식회사 무대공간,206-86-78814,법인,김지건,'010-2304-1929,szone1929@naver.com,20231227,서울특별시 성북구 정릉동 892-7 2층  ,서울특별시 성북구 정릉로10길 42-6^ 2층 (정릉동),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,스마트스토어,null
2023-서울성북-1863,서울특별시 성북구,주식회사 리보아르(Livore Co.^Ltd),701-88-02870,법인,이민옥^윤고은,'010 - 5342 - 3659,livoire239@naver.com,20231220,서울특별시 성북구 성북동 114-8  ,서울특별시 성북구 성북로23길 9 (성북동),정상영업,02-2241-3966,인터넷,기타,네이버,null
2023-서울성북-1843,서울특별시 성북구,주식회사 삼흥인터내셔널,517-81-03203,법인,변인자,'010 - 5222 - 5773,dogbori2@naver.com,20231211,서울특별시 성북구 장위동 231-325 동방빌딩 6층  ,서울특별시 성북구 장위로 27^ 동방빌딩 6층 (장위동),정상영업,02-2241-3966,인터넷,종합몰,theme-editions.com,null
